Comments,Lane number,Date,business,senior,family,young,PRM,regular,Experience,Time Start Baggage drop off,Number of boxes,Time End Baggage drop off,Time Start WTMD,Time Start WTMD 2,Time Start WTMD 3,Time Start WTMD check,Time End WTMD check,Time Start ETD check,Time End ETD check,Time Start Baggage reclaim,Time End Baggage reclaim,Group size,Time Start Baggage Check,Time End Baggage Check,source_sheet,Time Start Baggage drop off_sec,Time End Baggage drop off_sec,Time Start WTMD_sec,Time Start WTMD 2_sec,Time Start WTMD 3_sec,Time Start WTMD check_sec,Time End WTMD check_sec,Time Start ETD check_sec,Time End ETD check_sec,Time Start Baggage reclaim_sec,Time End Baggage reclaim_sec,Time Start Baggage Check_sec,Time End Baggage Check_sec,checkpoint_time,drop_time,wait_I,collect_time,patdown_time,etd_time,baggage_check_time,has_second_wtmd,has_third_wtmd,has_patdown,has_etd,has_baggage_check,passenger_type
,3,4/17/2018 0:00,1,0,0,0,0,1,1,94356,2,94423,94428,,,,,,,94442,94526,1,,,2018_04_17a,35036,35063,35068,,,,,,,35082,35126,,,90,27,5,44,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,94722,2,94747,94752,,,,,,,94809,94908,1,,,2018_04_17a,35242,35267,35272,,,,,,,35289,35348,,,106,25,5,59,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,94743,3,94850,94855,,,,,,,94917,95025,1,,,2018_04_17a,35263,35330,35335,,,,,,,35357,35425,,,162,67,5,68,,,,0,0,0,0,0,business
"WTMD twice (4951), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,94842,3,94944,94951,95030,,,,,,95035,95153,1,,,2018_04_17a,35322,35384,35391,35430,,,,,,35435,35513,,,191,62,7,78,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,95302,3,95403,95407,,,,,,,95521,95633,1,,,2018_04_17a,35582,35643,35647,,,,,,,35721,35793,,,211,61,4,72,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,95352,2,95521,95525,,,,,,,95535,95613,1,,,2018_04_17a,35632,35721,35725,,,,,,,35735,35773,,,141,89,4,38,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,95731,2,95808,95902,,,,,,,95950,95951,1,,,2018_04_17a,35851,35888,35942,,,,,,,35990,35991,,,140,37,54,1,,,,0,0,0,0,0,business
"WTMD twice (0423), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,100320,5,100416,100423,100507,,,,,,100521,100753,1,,,2018_04_17a,36200,36256,36263,36307,,,,,,36321,36473,,,273,56,7,152,,,,1,0,0,0,0,business
2 wtmd (shoes) 100627,3,4/17/2018 0:00,1,0,0,0,0,1,0,100428,3,100556,100601,100627,,100631,100704,,,100727,101015,1,,,2018_04_17a,36268,36356,36361,36387,,36391,36424,,,36447,36615,,,347,88,5,168,33,,,1,0,1,0,0,business
ETD pax,3,4/17/2018 0:00,1,0,0,0,0,0,1,102019,3,102023,102028,,,102130,102156,102053,102102,102202,102402,1,102202,102318,2018_04_17a,37219,37223,37228,,,37290,37316,37253,37262,37322,37442,37322,37398,223,4,5,120,26,9,76,0,0,1,1,1,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,130002,4,130121,130125,,,,,,,130134,130312,1,,,2018_04_17b,46802,46881,46885,,,,,,,46894,46992,,,190,79,4,98,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,130138,2,130221,130224,,,,,,,130249,130333,1,,,2018_04_17b,46898,46941,46944,,,,,,,46969,47013,,,115,43,3,44,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,0,130252,3,130418,130425,,,,,,,130443,130722,1,,,2018_04_17b,46972,47058,47065,,,,,,,47083,47242,,,270,86,7,159,,,,0,0,0,0,0,business
Waiting for 3rd buddy,3,4/17/2018 0:00,0,0,0,0,0,1,0,130345,2,130532,130537,,,,,,,130710,131135,3,,,2018_04_17b,47025,47132,47137,,,,,,,47230,47495,,,470,107,5,265,,,,0,0,0,0,0,regular
Waiting for 3rd buddy,3,4/17/2018 0:00,0,0,0,0,0,1,0,130356,2,130531,130535,,,,,,,130552,131135,3,,,2018_04_17b,47036,47131,47135,,,,,,,47152,47495,,,459,95,4,343,,,,0,0,0,0,0,regular
Takes ages bargaining with security (cannisters with some content),3,4/17/2018 0:00,0,0,0,0,0,1,0,130425,2,130553,130559,,,,,,,130610,131147,3,130610,130901,2018_04_17b,47065,47153,47159,,,,,,,47170,47507,47170,47341,442,88,6,337,,,171,0,0,0,0,1,regular
"WTMD twice (1441), shoes. ETD pax + luggage",3,4/17/2018 0:00,1,0,0,0,0,0,1,131349,5,131436,131441,131500,,,,131538,131553,131516,131751,1,,,2018_04_17b,47629,47676,47681,47700,,,,47738,47753,47716,47871,,,242,47,5,155,,15,,1,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,131944,3,132031,132036,,,,,,,132058,132235,1,,,2018_04_17b,47984,48031,48036,,,,,,,48058,48155,,,171,47,5,97,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,0,133747,2,133828,133835,,,,,,,133856,133913,1,,,2018_04_17b,49067,49108,49115,,,,,,,49136,49153,,,86,41,7,17,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,133844,2,133924,133929,,,,,133954,134002,134020,134109,1,,,2018_04_17b,49124,49164,49169,,,,,49194,49202,49220,49269,,,145,40,5,49,,8,,0,0,0,1,0,business
,3,4/17/2018 0:00,0,1,0,0,0,0,1,134212,2,134215,134321,,,134356,134413,,,134416,134553,2,,,2018_04_17b,49332,49335,49401,,,49436,49453,,,49456,49553,,,221,3,66,97,17,,,0,0,1,0,0,senior
,3,4/17/2018 0:00,0,1,0,0,0,0,1,134215,2,134333,134404,,,134407,134507,,,134512,134553,2,,,2018_04_17b,49335,49413,49444,,,49447,49507,,,49512,49553,,,218,78,31,41,60,,,0,0,1,0,0,senior
,3,4/17/2018 0:00,0,0,0,1,0,0,0,134740,2,134822,134825,,,,,,,134855,135101,2,,,2018_04_17b,49660,49702,49705,,,,,,,49735,49861,,,201,42,3,126,,,,0,0,0,0,0,young
,3,4/17/2018 0:00,0,0,0,1,0,0,0,134824,2,134922,134928,,,,,,,134933,135101,2,,,2018_04_17b,49704,49762,49768,,,,,,,49773,49861,,,157,58,6,88,,,,0,0,0,0,0,young
Reclaim outside queue,3,4/17/2018 0:00,1,0,0,0,0,0,1,134944,2,135030,135038,,,,,,,135101,135107,1,,,2018_04_17b,49784,49830,49838,,,,,,,49861,49867,,,83,46,8,6,,,,0,0,0,0,0,business
Reclaim outside queue,3,4/17/2018 0:00,0,0,0,0,0,1,1,135848,1,135858,140002,,,,,,,140004,140008,1,,,2018_04_17b,50328,50338,50402,,,,,,,50404,50408,,,80,10,64,4,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,0,0,1,1,135908,2,135945,140010,,,,,,,140021,140115,1,,,2018_04_17b,50348,50385,50410,,,,,,,50421,50475,,,127,37,25,54,,,,0,0,0,0,0,regular
"WTMD twice (0208), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,140120,3,140204,140208,140228,,,,,,140232,140341,1,,,2018_04_17b,50480,50524,50528,50548,,,,,,50552,50621,,,141,44,4,69,,,,1,0,0,0,0,business
etd baggage+passenger,3,4/17/2018 0:00,1,0,0,0,0,1,0,140518,1,140545,140547,,,,,140605,140617,140619,140705,1,,,2018_04_17b,50718,50745,50747,,,,,50765,50777,50779,50825,,,107,27,2,46,,12,,0,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,140624,2,140657,140706,,,,,,,140718,140746,1,,,2018_04_17b,50784,50817,50826,,,,,,,50838,50866,,,82,33,9,28,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,1,0,0,0,140705,2,140746,140751,,,,,,,140806,140855,1,,,2018_04_17b,50825,50866,50871,,,,,,,50886,50935,,,110,41,5,49,,,,0,0,0,0,0,young
2x wtmd (shoes) 140851,3,4/17/2018 0:00,1,0,0,0,0,1,1,140715,3,140825,140830,140851,,,,,,140854,141045,1,,,2018_04_17b,50835,50905,50910,50931,,,,,,50934,51045,,,210,70,5,111,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,1,0,0,0,0,1,140800,1,140839,140858,,,,,,,141002,141037,1,,,2018_04_17b,50880,50919,50938,,,,,,,51002,51037,,,157,39,19,35,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,0,0,1,1,140830,2,141013,141020,,,,,,,141033,141045,2,,,2018_04_17b,50910,51013,51020,,,,,,,51033,51045,,,135,103,7,12,,,,0,0,0,0,0,regular
Reclaim outside queue (1031). Comes back for suitcase (1055-1106),3,4/17/2018 0:00,0,0,0,0,0,1,0,140859,2,140950,140955,,,,,,,141012,141106,2,,,2018_04_17b,50939,50990,50995,,,,,,,51012,51066,,,127,51,5,54,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,0,0,1,0,140950,2,141030,141035,,,,,,,141052,141243,2,,,2018_04_17b,50990,51030,51035,,,,,,,51052,51163,,,173,40,5,111,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,0,0,1,0,141019,2,141128,141133,,,,,,,141149,141253,2,,,2018_04_17b,51019,51088,51093,,,,,,,51109,51173,,,154,69,5,64,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,1,0,0,0,0,0,1,141129,2,141158,141205,,,,,,,141218,141238,1,,,2018_04_17b,51089,51118,51125,,,,,,,51138,51158,,,69,29,7,20,,,,0,0,0,0,0,business
Reclaim outside queue,3,4/17/2018 0:00,1,0,0,0,0,0,1,141153,2,141226,141231,,,,,,,141244,141259,1,,,2018_04_17b,51113,51146,51151,,,,,,,51164,51179,,,66,33,5,15,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,1,0,0,0,0,0,141214,1,141324,141329,,,,,,,141351,141531,2,,,2018_04_17b,51134,51204,51209,,,,,,,51231,51331,,,197,70,5,100,,,,0,0,0,0,0,senior
,3,4/17/2018 0:00,0,1,0,0,0,0,0,141220,1,141334,141339,,,,,,,141351,141533,2,,,2018_04_17b,51140,51214,51219,,,,,,,51231,51333,,,193,74,5,102,,,,0,0,0,0,0,senior
,3,4/17/2018 0:00,0,0,0,0,0,1,0,141351,2,141457,141501,,,,,,,141515,141646,2,,,2018_04_17b,51231,51297,51301,,,,,,,51315,51406,,,175,66,4,91,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,0,0,1,0,141426,1,141457,141503,,,,,,,141532,141650,2,,,2018_04_17b,51266,51297,51303,,,,,,,51332,51410,,,144,31,6,78,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,1,0,0,0,0,0,1,141447,2,141530,141533,,,,,,,141620,141733,2,141620,141639,2018_04_17b,51287,51330,51333,,,,,,,51380,51453,51380,51399,166,43,3,73,,,19,0,0,0,0,1,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,141515,2,141538,141628,,,,,,,141633,141730,2,,,2018_04_17b,51315,51338,51388,,,,,,,51393,51450,,,135,23,50,57,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,0,0,1,0,141547,1,141621,141633,,,141641,141659,,,141701,141744,2,,,2018_04_17b,51347,51381,51393,,,51401,51419,,,51421,51464,,,117,34,12,43,18,,,0,0,1,0,0,regular
Reclaim at other queue.,3,4/17/2018 0:00,0,0,0,0,0,1,0,141553,2,141629,141701,,,,,,,141708,141738,2,,,2018_04_17b,51353,51389,51421,,,,,,,51428,51458,,,105,36,32,30,,,,0,0,0,0,0,regular
2x wtmd (shoes) 141756,3,4/17/2018 0:00,0,1,0,0,0,0,0,141618,2,141731,141736,141756,,141820,141843,,,141846,142017,2,,,2018_04_17b,51378,51451,51456,51476,,51500,51523,,,51526,51617,,,239,73,5,91,23,,,1,0,1,0,0,senior
,3,4/17/2018 0:00,0,1,0,0,0,0,0,141654,2,141750,141822,,,141825,141901,,,141905,141948,2,,,2018_04_17b,51414,51470,51502,,,51505,51541,,,51545,51588,,,174,56,32,43,36,,,0,0,1,0,0,senior
Man met fiets. (outside luggage),3,4/17/2018 0:00,0,0,0,0,0,1,0,141752,2,141902,141936,,,,,,,141941,142031,2,,,2018_04_17b,51472,51542,51576,,,,,,,51581,51631,,,159,70,34,50,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,0,0,1,0,141804,1,141908,141942,,,,,,,141945,142026,2,,,2018_04_17b,51484,51548,51582,,,,,,,51585,51626,,,142,64,34,41,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,52927,2,52958,53000,,,,,,,53016,53051,1,,,2018_12_06a,19767,19798,19800,,,,,,,19816,19851,,,84,31,2,35,,,,0,0,0,0,0,regular
etd check out of sight,3,12/6/2018 0:00,0,1,0,0,0,0,0,52943,2,53030,53032,,,,,53037,,53052,53055,1,,,2018_12_06a,19783,19830,19832,,,,,19837,,19852,19855,,,72,47,2,3,,,,0,0,0,1,0,senior
,3,12/6/2018 0:00,1,0,0,0,0,1,1,52945,3,53112,53114,,,,,,,53135,53258,1,,,2018_12_06a,19785,19872,19874,,,,,,,19895,19978,,,193,87,2,83,,,,0,0,0,0,0,business
takes x-ray boxes with him,3,12/6/2018 0:00,0,1,0,0,0,0,1,53007,2,53152,53156,,,,,,,53211,53225,1,,,2018_12_06a,19807,19912,19916,,,,,,,19931,19945,,,138,105,4,14,,,,0,0,0,0,0,senior
,3,12/6/2018 0:00,0,0,0,0,0,1,1,53032,1,53107,53130,,,,,,,53154,53250,2,,,2018_12_06a,19832,19867,19890,,,,,,,19914,19970,,,138,35,23,56,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,53047,2,53124,53140,,,,,,,53152,53313,2,,,2018_12_06a,19847,19884,19900,,,,,,,19912,19993,,,146,37,16,81,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,1,0,0,0,0,1,1,53158,2,53225,53229,,,,,,,53243,53313,1,,,2018_12_06a,19918,19945,19949,,,,,,,19963,19993,,,75,27,4,30,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,53207,2,53250,53252,,,,,,,53316,53458,2,,,2018_12_06a,19927,19970,19972,,,,,,,19996,20098,,,171,43,2,102,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,53210,2,53309,53312,,,,,,,53328,53515,2,,,2018_12_06a,19930,19989,19992,,,,,,,20008,20115,,,185,59,3,107,,,,0,0,0,0,0,business
second time through xray,3,12/6/2018 0:00,0,0,0,0,0,1,1,53216,2,53329,53336,,,,,,,53355,53733,1,53410,53608,2018_12_06a,19936,20009,20016,,,,,,,20035,20253,20050,20168,317,73,7,218,,,118,0,0,0,0,1,regular
carries away box for etd,3,12/6/2018 0:00,0,0,0,1,0,1,1,53311,1,53334,53341,,,,,,,53406,53410,2,,,2018_12_06a,19991,20014,20021,,,,,,,20046,20050,,,59,23,7,4,,,,0,0,0,0,0,young
carries away box,3,12/6/2018 0:00,0,0,0,0,0,1,1,53314,2,53351,53355,,,,,,,53412,53420,2,,,2018_12_06a,19994,20031,20035,,,,,,,20052,20060,,,66,37,4,8,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,53333,2,53410,53415,,,,,,,53428,53502,1,,,2018_12_06a,20013,20050,20055,,,,,,,20068,20102,,,89,37,5,34,,,,0,0,0,0,0,regular
superhelden,3,12/6/2018 0:00,0,0,0,0,0,1,1,53540,2,53618,53621,,,,,,,53640,53716,2,,,2018_12_06a,20140,20178,20181,,,,,,,20200,20236,,,96,38,3,36,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,53545,2,53620,53628,,,,,,,53642,53720,2,,,2018_12_06a,20145,20180,20188,,,,,,,20202,20240,,,95,35,8,38,,,,0,0,0,0,0,regular
takes x-ray boxes with him (for etd check),3,12/6/2018 0:00,1,0,0,0,0,1,1,53616,2,53645,53647,,,,,53656,,53700,53705,1,,,2018_12_06a,20176,20205,20207,,,,,20216,,20220,20225,,,49,29,2,5,,,,0,0,0,1,0,business
takes x-ray boxes with him,3,12/6/2018 0:00,0,0,0,0,0,1,1,53645,2,53724,53728,,,,,,,53750,53801,2,,,2018_12_06a,20205,20244,20248,,,,,,,20270,20281,,,76,39,4,11,,,,0,0,0,0,0,regular
takes x-ray boxes with him,3,12/6/2018 0:00,0,0,0,0,0,1,1,53651,2,53703,53742,,,,,,,53756,53810,2,,,2018_12_06a,20211,20223,20262,,,,,,,20276,20290,,,79,12,39,14,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,1,0,0,0,0,0,1,53706,2,53757,53802,,,,,,,53811,53840,1,,,2018_12_06a,20226,20277,20282,,,,,,,20291,20320,,,94,51,5,29,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,0,0,0,0,0,1,0,53731,2,53830,53833,,,,,53837,53844,53901,54115,2,53901,53924,2018_12_06a,20251,20310,20313,,,,,20317,20324,20341,20475,20341,20364,224,59,3,134,,7,23,0,0,0,1,1,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,0,53748,2,53852,53855,,,,,,,53919,54115,2,,,2018_12_06a,20268,20332,20335,,,,,,,20359,20475,,,207,64,3,116,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,1,0,1,0,53932,3,54100,54104,,,,,,,54113,54302,1,,,2018_12_06a,20372,20460,20464,,,,,,,20473,20582,,,210,88,4,109,,,,0,0,0,0,0,young
wtmd return for shoes (4200,3,12/6/2018 0:00,0,0,0,0,0,1,0,54026,2,54128,54130,54200,,,,,,54207,54347,1,,,2018_12_06a,20426,20488,20490,20520,,,,,,20527,20627,,,201,62,2,100,,,,1,0,0,0,0,regular
takes x-ray boxes with him; possible etd,3,12/6/2018 0:00,0,1,0,0,0,0,1,54055,2,54205,54214,,,,,,,54228,54303,1,,,2018_12_06a,20455,20525,20534,,,,,,,20548,20583,,,128,70,9,35,,,,0,0,0,0,0,senior
2x wtmd shoes (054220),3,12/6/2018 0:00,0,0,0,0,0,1,1,54101,1,54147,54149,54220,,,,,,54239,54308,1,,,2018_12_06a,20461,20507,20509,20540,,,,,,20559,20588,,,127,46,2,29,,,,1,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,54128,1,54220,54239,,,,,,,54242,54327,2,,,2018_12_06a,20488,20540,20559,,,,,,,20562,20607,,,119,52,19,45,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,54155,1,54233,54256,,,,,,,54307,54340,2,,,2018_12_06a,20515,20553,20576,,,,,,,20587,20620,,,105,38,23,33,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,1,0,0,0,0,1,1,54232,2,54259,54312,,,,,,,54317,54335,1,,,2018_12_06a,20552,20579,20592,,,,,,,20597,20615,,,63,27,13,18,,,,0,0,0,0,0,business
takes x-ray boxes with him,3,12/6/2018 0:00,1,0,0,0,0,1,1,54233,2,54303,54317,,,,,,,54333,54340,1,,,2018_12_06a,20553,20583,20597,,,,,,,20613,20620,,,67,30,14,7,,,,0,0,0,0,0,business
takes x-ray boxes with him,3,12/6/2018 0:00,1,0,0,0,0,1,1,54245,2,54328,54337,,,,,,,54349,54413,1,,,2018_12_06a,20565,20608,20617,,,,,,,20629,20653,,,88,43,9,24,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,0,1,54329,3,54350,54355,,,,,,,54407,54438,1,,,2018_12_06a,20609,20630,20635,,,,,,,20647,20678,,,69,21,5,31,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,0,1,54336,2,54422,54428,,,,,,,54439,54535,1,,,2018_12_06a,20616,20662,20668,,,,,,,20679,20735,,,119,46,6,56,,,,0,0,0,0,0,business
takes x-ray boxes with him; for ETD,3,12/6/2018 0:00,1,0,0,0,0,1,1,54404,2,54438,54444,,,,,54449,54458,54500,54534,1,,,2018_12_06a,20644,20678,20684,,,,,20689,20698,20700,20734,,,90,34,6,34,,9,,0,0,0,1,0,business
2x wtmd (shoes) 054612,3,12/6/2018 0:00,0,0,0,0,0,1,1,54528,2,54550,54555,54612,,,,,,54624,54729,1,,,2018_12_06a,20728,20750,20755,20772,,,,,,20784,20849,,,121,22,5,65,,,,1,0,0,0,0,regular
item put through xray again,3,12/6/2018 0:00,1,0,0,0,0,0,1,54550,2,54636,54644,,,,,,,54706,54851,1,54714,54851,2018_12_06a,20750,20796,20804,,,,,,,20826,20931,20834,20931,181,46,8,105,,,97,0,0,0,0,1,business
,3,12/6/2018 0:00,1,0,0,0,0,0,1,54603,3,54738,54740,,,,,54743,54750,54752,54910,2,,,2018_12_06a,20763,20858,20860,,,,,20863,20870,20872,20950,,,187,95,2,78,,7,,0,0,0,1,0,business
,3,12/6/2018 0:00,1,0,0,0,0,0,1,54616,2,54747,54754,,,,,,,54809,54903,2,,,2018_12_06a,20776,20867,20874,,,,,,,20889,20943,,,167,91,7,54,,,,0,0,0,0,0,business
2x wtmd (054820),3,12/6/2018 0:00,1,0,0,0,0,1,1,54648,3,54806,54811,54820,,54822,54837,,,54839,54908,1,,,2018_12_06a,20808,20886,20891,20900,,20902,20917,,,20919,20948,,,140,78,5,29,15,,,1,0,1,0,0,business
,3,12/6/2018 0:00,0,1,0,0,0,0,1,54743,2,54820,54830,,,,,,,54901,55006,1,,,2018_12_06a,20863,20900,20910,,,,,,,20941,21006,,,143,37,10,65,,,,0,0,0,0,0,senior
carries away box,3,12/6/2018 0:00,1,0,0,0,0,0,1,54839,2,54934,54939,,,,,,,54950,55018,1,,,2018_12_06a,20919,20974,20979,,,,,,,20990,21018,,,99,55,5,28,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,0,1,54841,3,54920,54946,,,,,,,54959,55052,1,,,2018_12_06a,20921,20960,20986,,,,,,,20999,21052,,,131,39,26,53,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,0,0,0,0,0,1,1,54924,2,54950,55000,,,,,,,55024,55055,2,,,2018_12_06a,20964,20990,21000,,,,,,,21024,21055,,,91,26,10,31,,,,0,0,0,0,0,regular
,3,12/6/2018 0:00,0,0,0,0,0,1,1,54927,2,54957,55006,,,,,,,55025,55050,2,,,2018_12_06a,20967,20997,21006,,,,,,,21025,21050,,,83,30,9,25,,,,0,0,0,0,0,regular
carries away box,3,12/6/2018 0:00,0,1,0,0,0,0,0,54952,2,55122,55131,,,,,55138,55143,55150,55228,2,,,2018_12_06a,20992,21082,21091,,,,,21098,21103,21110,21148,,,156,90,9,38,,5,,0,0,0,1,0,senior
2x wtmd (shoes) 055109,3,12/6/2018 0:00,1,0,0,0,0,1,1,54953,2,55044,55048,55109,,,,,,55115,55343,1,55154,55248,2018_12_06a,20993,21044,21048,21069,,,,,,21075,21223,21114,21168,230,51,4,148,,,54,1,0,0,0,1,business
,3,12/6/2018 0:00,0,1,0,0,0,0,1,55012,2,55110,55127,,,,,,,55140,55250,2,,,2018_12_06a,21012,21070,21087,,,,,,,21100,21170,,,158,58,17,70,,,,0,0,0,0,0,senior
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55038,1,55140,55143,,,,,,,55225,55352,1,,,2018_12_06a,21038,21100,21103,,,,,,,21145,21232,,,194,62,3,87,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,0,0,0,0,0,1,1,55122,2,55210,55216,,,,,,,55258,55330,1,,,2018_12_06a,21082,21130,21136,,,,,,,21178,21210,,,128,48,6,32,,,,0,0,0,0,0,regular
shoes again (5315),3,12/6/2018 0:00,0,1,0,0,0,0,0,55141,3,55244,55246,55315,,,,,,55327,55430,2,,,2018_12_06a,21101,21164,21166,21195,,,,,,21207,21270,,,169,63,2,63,,,,1,0,0,0,0,senior
,3,12/6/2018 0:00,0,1,0,0,0,0,1,55158,2,55258,55317,,,,,,,55345,55400,2,,,2018_12_06a,21118,21178,21197,,,,,,,21225,21240,,,122,60,19,15,,,,0,0,0,0,0,senior
takes x-ray boxes with him,3,12/6/2018 0:00,1,0,0,0,0,1,1,55315,2,55400,55403,,,,,,,55416,55439,1,,,2018_12_06a,21195,21240,21243,,,,,,,21256,21279,,,84,45,3,23,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55329,2,55428,55432,,,,,,,55452,55622,1,,,2018_12_06a,21209,21268,21272,,,,,,,21292,21382,,,173,59,4,90,,,,0,0,0,0,0,business
shoes again (5528),3,12/6/2018 0:00,1,0,0,0,0,0,1,55350,2,55452,55456,55528,,,,,,55540,55628,1,,,2018_12_06a,21230,21292,21296,21328,,,,,,21340,21388,,,158,62,4,48,,,,1,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,0,1,55406,2,55441,55507,,,,,,,55524,55534,1,,,2018_12_06a,21246,21281,21307,,,,,,,21324,21334,,,88,35,26,10,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55428,1,55459,55515,,,,,,,55528,55637,1,,,2018_12_06a,21268,21299,21315,,,,,,,21328,21397,,,129,31,16,69,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,0,0,0,0,0,1,1,55449,2,55538,55540,,,,,,,55550,55628,2,,,2018_12_06a,21289,21338,21340,,,,,,,21350,21388,,,99,49,2,38,,,,0,0,0,0,0,regular
2x wtmd shoes 055627,3,12/6/2018 0:00,0,0,0,0,0,1,0,55452,2,55548,55555,55627,,,,,,55631,55713,2,,,2018_12_06a,21292,21348,21355,21387,,,,,,21391,21433,,,141,56,7,42,,,,1,0,0,0,0,regular
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55528,2,55559,55630,,,,,,,55640,55651,2,,,2018_12_06a,21328,21359,21390,,,,,,,21400,21411,,,83,31,31,11,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55538,2,55616,55637,,,,,,,55647,55710,2,,,2018_12_06a,21338,21376,21397,,,,,,,21407,21430,,,92,38,21,23,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55555,2,55630,55640,,,,,,,55659,55730,1,,,2018_12_06a,21355,21390,21400,,,,,,,21419,21450,,,95,35,10,31,,,,0,0,0,0,0,business
,3,12/6/2018 0:00,1,0,0,0,0,1,1,55616,2,55657,55700,,,,,,,55732,55818,1,,,2018_12_06a,21376,21417,21420,,,,,,,21452,21498,,,122,41,3,46,,,,0,0,0,0,0,business
,2,12/6/2018 0:00,0,0,0,0,0,1,1,52815,2,52838,52840,,,,,,,52905,52925,2,,,2018_12_06b,19695,19718,19720,,,,,,,19745,19765,,,70,23,2,20,,,,0,0,0,0,0,regular
,2,12/6/2018 0:00,0,0,0,0,0,1,0,52816,2,52909,52913,,,,,,,52942,53105,2,,,2018_12_06b,19696,19749,19753,,,,,,,19782,19865,,,169,53,4,83,,,,0,0,0,0,0,regular
,2,12/6/2018 0:00,0,0,0,0,0,1,0,52825,2,52930,52934,,,,,,,52953,53057,1,,,2018_12_06b,19705,19770,19774,,,,,,,19793,19857,,,152,65,4,64,,,,0,0,0,0,0,regular
father,2,12/6/2018 0:00,0,0,1,0,0,0,0,52858,2,53051,53100,,,,,,,53105,53345,3,,,2018_12_06b,19738,19851,19860,,,,,,,19865,20025,,,287,113,9,160,,,,0,0,0,0,0,family
